% site name: DKSG
% Time      Up        err   East      err    North    err
% years     mm        mm    mm        mm     mm       mm
2008.4840   -51.2     3.6    55.9     1.7   -23.4     1.9
2008.4870   -50.2     3.7    54.8     1.7   -20.9     2.0
2008.4893   -52.3     3.6    55.5     1.7   -21.7     1.9
2008.4920   -42.5     3.7    56.6     1.7   -23.6     1.9
2008.4950   -43.5     3.6    54.4     1.7   -22.6     1.9
2008.4980   -48.1     3.5    54.4     1.7   -23.8     1.9
2008.5002   -47.1     3.6    55.6     1.7   -22.5     1.9
2008.5030   -47.1     3.6    54.1     1.7   -22.5     1.9
2008.5060   -53.6     3.6    55.4     1.7   -23.7     1.9
2008.5090   -52.0     3.6    55.5     1.7   -24.2     1.9
2008.5113   -46.7     3.5    55.3     1.7   -22.9     1.9
2008.5140   -46.0     3.6    54.9     1.7   -23.3     1.9
2008.5170   -46.6     3.5    56.1     1.7   -21.4     1.9
2008.5200   -43.8     3.6    55.1     1.7   -22.6     1.9
2008.5222   -43.1     3.6    55.8     1.7   -21.5     1.9
2008.5250   -44.0     3.6    55.0     1.7   -21.6     1.9
2008.5280   -43.1     3.7    55.9     1.7   -23.5     1.9
2008.5310   -44.6     3.6    53.1     1.7   -24.5     1.9
2008.5332   -41.8     3.7    54.3     1.7   -24.1     1.9
2008.5360   -43.0     3.6    55.7     1.7   -21.6     1.9
2008.5390   -40.1     3.6    55.9     1.7   -23.4     1.9
2008.5413   -41.5     3.6    55.8     1.7   -23.0     1.9
2008.5440   -39.4     3.6    55.8     1.7   -22.9     1.9
2008.5470   -37.1     3.7    54.7     1.7   -22.4     1.9
2008.5500   -47.3     3.6    55.6     1.7   -22.7     1.9
2008.5523   -47.7     3.5    55.8     1.7   -21.3     1.9
2008.5550   -43.1     3.6    55.6     1.7   -22.1     1.9
2008.5580   -43.0     3.7    55.6     1.7   -21.8     1.9
2008.5610   -37.5     3.7    55.4     1.7   -22.7     1.9
2008.5633   -36.5     3.6    55.4     1.7   -21.5     1.9
2008.5660   -44.9     3.6    55.0     1.7   -21.2     1.9
2008.5690   -38.3     3.5    55.2     1.7   -22.0     1.9
2008.5720   -37.6     3.6    54.3     1.7   -20.9     1.9
2008.5743   -36.2     3.7    55.1     1.7   -24.5     1.9
2008.5770   -44.4     3.7    56.0     1.7   -22.8     1.9
2008.5800   -45.3     3.7    54.4     1.7   -22.1     1.9
2008.5830   -28.4     3.5    54.4     1.7   -22.6     1.9
2008.5852   -31.8     3.5    53.6     1.7   -21.4     1.9
2008.5880   -40.3     3.5    53.7     1.7   -22.7     1.9
2008.5910   -42.2     3.6    53.6     1.7   -21.2     1.9
2008.5933   -33.6     3.5    51.9     1.7   -20.8     1.9
2008.5961   -37.5     3.6    53.9     1.7   -21.9     1.9
2008.5990   -40.2     3.7    54.6     1.7   -21.8     1.9
2008.6020   -34.7     3.7    53.4     1.7   -23.0     2.0
2008.6043   -34.5     3.7    54.1     1.7   -22.8     1.9
2008.6070   -33.8     3.7    54.7     1.7   -23.2     1.9
2008.6100   -31.8     3.7    53.7     1.7   -21.7     2.0
2008.6130   -39.2     3.7    54.4     1.7   -23.5     1.9
2008.6153   -43.1     3.6    53.8     1.7   -25.0     1.9
2008.6180   -35.2     3.6    52.7     1.7   -23.4     1.9
2008.6210   -40.3     3.7    54.0     1.7   -24.1     1.9
2008.6240   -35.1     3.6    53.3     1.7   -22.6     1.9
2008.6263   -34.3     3.6    53.2     1.7   -22.8     1.9
2008.6290   -38.0     3.6    53.1     1.7   -24.4     1.9
2008.6320   -30.5     3.6    54.8     1.7   -22.3     1.9
2008.6350   -40.2     3.6    53.3     1.7   -21.8     1.9
2008.6372   -33.1     3.6    52.3     1.7   -20.6     1.9
2008.6400   -34.6     3.7    53.3     1.7   -22.7     1.9
2008.6430   -32.6     3.7    52.9     1.7   -22.0     1.9
2008.6453   -36.8     3.6    53.9     1.7   -21.9     1.9
2008.6481   -34.5     3.6    54.0     1.7   -23.6     1.9
2008.6510   -43.5     3.6    53.8     1.7   -22.9     1.9
2008.6540   -28.6     3.6    53.2     1.7   -21.0     1.9
2008.6563   -25.2     3.6    53.4     1.7   -19.3     1.9
2008.6590   -36.5     3.6    53.9     1.7   -20.3     1.9
2008.6620   -35.3     3.6    53.2     1.7   -20.3     1.9
2008.6650   -32.3     3.6    53.2     1.7   -20.7     1.9
2008.6673   -35.9     3.6    51.9     1.7   -21.1     1.9
2008.6700   -41.2     3.6    52.5     1.7   -20.2     1.9
2008.6730   -36.3     3.6    52.9     1.7   -20.6     1.9
2008.6760   -33.3     3.6    52.6     1.7   -21.0     1.9
2008.6783   -32.8     3.6    51.4     1.7   -21.3     1.9
2008.6810   -33.5     3.6    50.9     1.7   -21.4     1.9
2008.6840   -36.6     3.6    50.9     1.7   -22.1     1.9
2008.6870   -35.5     3.6    51.2     1.7   -22.7     1.9
2008.6893   -33.8     3.6    50.5     1.7   -24.1     1.9
2008.6920   -32.8     3.6    51.6     1.7   -21.6     1.9
2008.6950   -38.6     3.6    51.0     1.7   -22.7     1.9
2008.6980   -35.1     3.6    51.2     1.7   -21.9     1.9
2008.7001   -37.7     3.6    51.8     1.7   -21.1     1.9
2008.7030   -32.2     3.6    50.5     1.7   -21.2     1.9
2008.7060   -32.5     3.6    51.4     1.7   -22.3     1.9
2008.7083   -34.8     3.6    52.0     1.7   -22.6     1.9
2008.7111   -37.8     3.6    51.4     1.7   -21.6     1.9
2008.7140   -37.0     3.7    50.3     1.7   -21.5     1.9
2008.7170   -35.6     3.6    50.6     1.7   -21.9     1.9
2008.7193   -30.8     3.6    51.8     1.7   -23.0     1.9
2008.7220   -32.7     3.6    51.3     1.7   -23.1     1.9
2008.7250   -36.1     3.6    50.2     1.7   -22.4     1.9
2008.7280   -40.0     3.6    51.0     1.7   -21.6     1.9
2008.7303   -42.7     3.6    51.1     1.7   -21.7     1.9
2008.7331   -34.4     3.6    52.2     1.7   -21.3     1.9
2008.7360   -37.6     3.6    52.0     1.7   -22.2     1.9
2008.7390   -37.0     3.6    51.6     1.7   -21.5     1.9
2008.7413   -39.7     3.7    50.3     1.7   -21.7     1.9
2008.7440   -33.9     3.6    50.0     1.7   -21.5     1.9
2008.7470   -35.8     3.6    50.7     1.7   -19.9     1.9
2008.7500   -34.0     3.6    50.5     1.7   -21.0     1.9
2008.7521   -33.8     3.6    50.8     1.7   -20.5     1.9
2008.7550   -37.8     3.7    51.9     1.7   -19.8     1.9
2008.7580   -33.7     3.7    51.6     1.7   -21.0     1.9
2008.7603   -32.7     3.6    51.7     1.7   -20.8     1.9
2008.7631   -30.3     3.6    50.6     1.7   -22.3     1.9
2008.7660   -36.6     3.6    50.2     1.7   -22.6     1.9
2008.7690   -30.6     3.6    52.1     1.7   -19.4     1.9
2008.7713   -36.7     3.6    50.2     1.7   -18.5     1.9
2008.7740   -33.0     3.5    49.8     1.7   -20.3     1.9
2008.7770   -36.4     3.5    49.2     1.7   -21.9     1.9
2008.7800   -31.7     3.5    49.4     1.7   -23.0     1.9
2008.7823   -33.4     3.6    51.3     1.7   -21.3     1.9
2008.7851   -37.2     3.5    50.4     1.7   -20.8     1.9
2008.7880   -30.0     3.6    50.7     1.7   -19.8     1.9
2008.7910   -36.5     3.6    49.9     1.7   -21.3     1.9
2008.7933   -34.3     3.5    49.7     1.7   -22.4     1.9
2008.7960   -33.9     3.5    50.2     1.7   -23.0     1.9
2008.7990   -31.5     3.5    49.4     1.7   -21.4     1.9
2008.8020   -31.8     3.6    50.2     1.7   -21.9     1.9
2008.8041   -33.2     3.6    49.2     1.7   -22.8     1.9
2008.8070   -33.5     3.5    49.7     1.7   -22.1     1.9
